03204c18d2412df65a8bdf55,3028,0.5,0.0260
03204c18d2412df65a8bdf55,3029,0.5,0.0289
03204c18d2412df65a8bdf55,3030,0.5,0.0669
03204c18d2412df65a8bdf55,3031,0.5,0.0649
03204c18d2412df65a8bdf55,3032,0.5,0.0378
03204c18d2412df65a8bdf55,3033,0.5,0.0935
03204c18d2412df65a8bdf55,3034,0.5,0.5142
03204c18d2412df65a8bdf55,4164,0.5,0.0993
03204c18d2412df65a8bdf55,4326,0.5,0.0318
03204c18d2412df65a8bdf55,4383,0.5,0.0707
03204c18d2412df65a8bdf55,4556,0.5,0.0362
05fb7303dfb23eed361fc53c,3028,0.5,0.0239
05fb7303dfb23eed361fc53c,3029,0.5,0.0354
05fb7303dfb23eed361fc53c,3030,0.5,0.0245
05fb7303dfb23eed361fc53c,3031,0.5,0.0307
05fb7303dfb23eed361fc53c,3032,0.5,0.0264
05fb7303dfb23eed361fc53c,3033,0.5,0.1014
05fb7303dfb23eed361fc53c,4164,0.5,0.0506
05fb7303dfb23eed361fc53c,4326,0.5,0.0393
05fb7303dfb23eed361fc53c,4383,0.5,0.0591
05fb7303dfb23eed361fc53c,4556,0.5,0.0421
05fb7303dfb23eed361fc53c,4557,0.5,0.0000
05fb7303dfb23eed361fc53c,4579,0.5,0.0730
05fb7303dfb23eed361fc53c,5016,0.5,0.0000
07998c4b9240123a2563e037,3028,0.5,0.0337
07998c4b9240123a2563e037,3029,0.5,0.0280
07998c4b9240123a2563e037,3030,0.5,0.0247
07998c4b9240123a2563e037,3031,0.5,0.0239
07998c4b9240123a2563e037,3032,0.5,0.0000
07998c4b9240123a2563e037,3033,0.5,0.0101
07998c4b9240123a2563e037,4326,0.5,0.0392
07998c4b9240123a2563e037,4383,0.5,0.0323
07caa3a67dc7ff4beeb31cfd,3028,0.5,0.0036
07caa3a67dc7ff4beeb31cfd,3029,0.5,0.0038
07caa3a67dc7ff4beeb31cfd,3030,0.5,0.0366
07caa3a67dc7ff4beeb31cfd,3031,0.5,0.0113
07caa3a67dc7ff4beeb31cfd,3032,0.5,0.0000
07caa3a67dc7ff4beeb31cfd,3033,0.5,0.0000
07caa3a67dc7ff4beeb31cfd,4383,0.5,0.0538
08b7a62a9dacc4b49dae459e,3028,0.5,0.0218
08b7a62a9dacc4b49dae459e,3029,0.5,0.0439
08b7a62a9dacc4b49dae459e,3030,0.5,0.0479
08b7a62a9dacc4b49dae459e,3031,0.5,0.0381
08b7a62a9dacc4b49dae459e,3032,0.5,0.0384
08b7a62a9dacc4b49dae459e,3033,0.5,0.0640
08b7a62a9dacc4b49dae459e,4164,0.5,0.0924
08b7a62a9dacc4b49dae459e,4326,0.5,0.0498
08b7a62a9dacc4b49dae459e,4383,0.5,0.0340
08b7a62a9dacc4b49dae459e,4557,0.5,0.0141
08d0be5b0653796fbfa2ea5a,3028,0.5,0.0000
08d0be5b0653796fbfa2ea5a,3029,0.5,0.0000
08d0be5b0653796fbfa2ea5a,3030,0.5,0.0000
08d0be5b0653796fbfa2ea5a,3031,0.5,0.0000
08d0be5b0653796fbfa2ea5a,3032,0.5,0.0000
08d0be5b0653796fbfa2ea5a,4164,0.5,0.0000
08d0be5b0653796fbfa2ea5a,4326,0.5,0.0000
08d0be5b0653796fbfa2ea5a,4556,0.5,0.0000
08d0be5b0653796fbfa2ea5a,4557,0.5,0.0000
0d53eced8daf65694c712448,3028,0.5,0.0000
0d53eced8daf65694c712448,3029,0.5,0.0000
0d53eced8daf65694c712448,4326,0.5,0.0000
0d53eced8daf65694c712448,4383,0.5,0.0000
0d53eced8daf65694c712448,4556,0.5,0.0000
0d53eced8daf65694c712448,4557,0.5,0.0000
0eb8b0dedb77de2167db6ba5,3028,0.5,0.0279
0eb8b0dedb77de2167db6ba5,3029,0.5,0.0370
0eb8b0dedb77de2167db6ba5,3030,0.5,0.0301
0eb8b0dedb77de2167db6ba5,3031,0.5,0.0289
0eb8b0dedb77de2167db6ba5,3032,0.5,0.0271
0eb8b0dedb77de2167db6ba5,3033,0.5,0.0000
0eb8b0dedb77de2167db6ba5,4050,0.5,0.0000
0eb8b0dedb77de2167db6ba5,4164,0.5,0.0499
0eb8b0dedb77de2167db6ba5,4203,0.5,0.5000
0eb8b0dedb77de2167db6ba5,4326,0.5,0.0420
0eb8b0dedb77de2167db6ba5,4383,0.5,0.1473
0eb8b0dedb77de2167db6ba5,4556,0.5,0.0541
0eb8b0dedb77de2167db6ba5,4666,0.5,1.0000
105626369e9109b99ef6b32e,3028,0.5,0.0216
105626369e9109b99ef6b32e,3029,0.5,0.0265
105626369e9109b99ef6b32e,3030,0.5,0.0555
105626369e9109b99ef6b32e,3031,0.5,0.0368
105626369e9109b99ef6b32e,3032,0.5,0.0347
105626369e9109b99ef6b32e,3033,0.5,0.0324
105626369e9109b99ef6b32e,3034,0.5,0.0000
105626369e9109b99ef6b32e,3290,0.5,0.0000
105626369e9109b99ef6b32e,3319,0.5,0.0000
105626369e9109b99ef6b32e,4164,0.5,0.0000
105626369e9109b99ef6b32e,4326,0.5,0.0496
105626369e9109b99ef6b32e,4383,0.5,0.0000
105626369e9109b99ef6b32e,4556,0.5,0.0612
105626369e9109b99ef6b32e,4557,0.5,0.0000
105626369e9109b99ef6b32e,4644,0.5,0.0000
114d876cfbfa3fce78991a84,3028,0.5,0.0125
114d876cfbfa3fce78991a84,3029,0.5,0.0137
114d876cfbfa3fce78991a84,3030,0.5,0.0074
114d876cfbfa3fce78991a84,3031,0.5,0.0106
114d876cfbfa3fce78991a84,3032,0.5,0.0078
114d876cfbfa3fce78991a84,3033,0.5,0.0335
114d876cfbfa3fce78991a84,3034,0.5,0.0438
114d876cfbfa3fce78991a84,4164,0.5,0.0225
114d876cfbfa3fce78991a84,4326,0.5,0.0179
114d876cfbfa3fce78991a84,4383,0.5,0.0380
114d876cfbfa3fce78991a84,4556,0.5,0.0132
114d876cfbfa3fce78991a84,4557,0.5,0.0145
114d876cfbfa3fce78991a84,4672,0.5,0.0000
117d4746e32a0e0a08b5e18a,4975,0.5,0.0482
117d4746e32a0e0a08b5e18a,5018,0.5,0.0547
11fb9285d31da9ab795fb607,3028,0.5,0.0017
11fb9285d31da9ab795fb607,3029,0.5,0.0026
11fb9285d31da9ab795fb607,3030,0.5,0.0004
11fb9285d31da9ab795fb607,3031,0.5,0.0060
11fb9285d31da9ab795fb607,3032,0.5,0.0060
11fb9285d31da9ab795fb607,3033,0.5,0.0894
11fb9285d31da9ab795fb607,3034,0.5,0.1582
11fb9285d31da9ab795fb607,3290,0.5,0.0106
11fb9285d31da9ab795fb607,3319,0.5,0.0055
11fb9285d31da9ab795fb607,4093,0.5,0.2574
11fb9285d31da9ab795fb607,4164,0.5,0.0073
11fb9285d31da9ab795fb607,4326,0.5,0.0070
